name,unit,grams
"בשר עוף, רגל, שוק וירך, ללא עצם, מבושל, נאכל עם עור",יחידה בינונית,110
"בשר עוף, רגל, שוק וירך, ללא עצם, מבושל, נאכל עם עור",יחידה גדולה,204
"בשר עוף, רגל, שוק וירך, ללא עצם, מבושל, נאכל עם עור",גרמים,1
"בשר עוף, רגל, שוק וירך, ללא עצם, מבושל, נאכל עם עור",קילוגרם,1000
"בשר עוף, רגל, צלוי עם בצל ושמן סויה, נאכל עם עור",יחידה בינונית,162
"בשר עוף, רגל, צלוי עם בצל ושמן סויה, נאכל עם עור",גרמים,1
"בשר עוף, רגל, צלוי עם בצל ושמן סויה, נאכל עם עור",קילוגרם,1000
"בשר עוף, רגל, שוק וירך, ללא עצם, מבושל, נאכל ללא עור",יחידה קטנה,82
"בשר עוף, רגל, שוק וירך, ללא עצם, מבושל, נאכל ללא עור",יחידה בינונית,94
"בשר עוף, רגל, שוק וירך, ללא עצם, מבושל, נאכל ללא עור",יחידה גדולה,168
"בשר עוף, רגל, שוק וירך, ללא עצם, מבושל, נאכל ללא עור",גרמים,1
"בשר עוף, רגל, שוק וירך, ללא עצם, מבושל, נאכל ללא עור",קילוגרם,1000
"בשר עוף, רגל, עם עצמות ועור, לא מבושל",יחידה בינונית,106
"בשר עוף, רגל, עם עצמות ועור, לא מבושל",גרמים,1
"בשר עוף, רגל, עם עצמות ועור, לא מבושל",קילוגרם,1000
"בשר עוף, רגל, בשר בלבד, לא מבושל",יחידה בינונית,106
"בשר עוף, רגל, בשר בלבד, לא מבושל",גרמים,1
"בשר עוף, רגל, בשר בלבד, לא מבושל",קילוגרם,1000
"בשר עוף, רגל, מטוגן בשמן סויה ללא ציפוי, עם עור",יחידה קטנה,54
"בשר עוף, רגל, מטוגן בשמן סויה ללא ציפוי, עם עור",יחידה בינונית,68
"בשר עוף, רגל, מטוגן בשמן סויה ללא ציפוי, עם עור",יחידה גדולה,86
"בשר עוף, רגל, מטוגן בשמן סויה ללא ציפוי, עם עור",גרמים,1
"בשר עוף, רגל, מטוגן בשמן סויה ללא ציפוי, עם עור",קילוגרם,1000
"בשר עוף,רגל, בשר בלבד, מטוגן עם בצל וסלרי בשמן סויה",יחידה קטנה,35
"בשר עוף,רגל, בשר בלבד, מטוגן עם בצל וסלרי בשמן סויה",יחידה בינונית,44
"בשר עוף,רגל, בשר בלבד, מטוגן עם בצל וסלרי בשמן סויה",יחידה גדולה,55
"בשר עוף,רגל, בשר בלבד, מטוגן עם בצל וסלרי בשמן סויה",גרמים,1
"בשר עוף,רגל, בשר בלבד, מטוגן עם בצל וסלרי בשמן סויה",קילוגרם,1000
"בשר עוף, רגל, ללא עצם, מטוגן, ללא ציפוי, נאכל ללא עור",יחידה קטנה,82
"בשר עוף, רגל, ללא עצם, מטוגן, ללא ציפוי, נאכל ללא עור",יחידה בינונית,94
"בשר עוף, רגל, ללא עצם, מטוגן, ללא ציפוי, נאכל ללא עור",יחידה גדולה,168
"בשר עוף, רגל, ללא עצם, מטוגן, ללא ציפוי, נאכל ללא עור",גרמים,1
"בשר עוף, רגל, ללא עצם, מטוגן, ללא ציפוי, נאכל ללא עור",קילוגרם,1000
"בשר עוף, רגל, מטוגן בשמן זית, ללא ציפוי, עם עור",יחידה קטנה,54
"בשר עוף, רגל, מטוגן בשמן זית, ללא ציפוי, עם עור",יחידה בינונית,68
"בשר עוף, רגל, מטוגן בשמן זית, ללא ציפוי, עם עור",יחידה גדולה,86
"בשר עוף, רגל, מטוגן בשמן זית, ללא ציפוי, עם עור",גרמים,1
"בשר עוף, רגל, מטוגן בשמן זית, ללא ציפוי, עם עור",קילוגרם,1000
"בשר עוף, רגל, עם עור, מבושל עם פירות יבשים ושמן סויה",יחידה קטנה,65
"בשר עוף, רגל, עם עור, מבושל עם פירות יבשים ושמן סויה",יחידה בינונית,82
"בשר עוף, רגל, עם עור, מבושל עם פירות יבשים ושמן סויה",יחידה גדולה,103
"בשר עוף, רגל, עם עור, מבושל עם פירות יבשים ושמן סויה",גרמים,1
"בשר עוף, רגל, עם עור, מבושל עם פירות יבשים ושמן סויה",קילוגרם,1000
"בשר עוף, שוק, ללא עצם, בגריל, נאכל עם עור",יחידה קטנה,70
"בשר עוף, שוק, ללא עצם, בגריל, נאכל עם עור",יחידה בינונית,90
"בשר עוף, שוק, ללא עצם, בגריל, נאכל עם עור",יחידה גדולה,130
"בשר עוף, שוק, ללא עצם, בגריל, נאכל עם עור",גרמים,1
"בשר עוף, שוק, ללא עצם, בגריל, נאכל עם עור",קילוגרם,1000
"בשר עוף, שוק, ללא עצם, בגריל, נאכל ללא עור",יחידה קטנה,32
"בשר עוף, שוק, ללא עצם, בגריל, נאכל ללא עור",יחידה בינונית,40
"בשר עוף, שוק, ללא עצם, בגריל, נאכל ללא עור",יחידה גדולה,50
"בשר עוף, שוק, ללא עצם, בגריל, נאכל ללא עור",גרמים,1
"בשר עוף, שוק, ללא עצם, בגריל, נאכל ללא עור",קילוגרם,1000
"בשר עוף, שוק, ללא עצם, צלוי, נאכל עם עור",יחידה קטנה,34
"בשר עוף, שוק, ללא עצם, צלוי, נאכל עם עור",יחידה בינונית,44
"בשר עוף, שוק, ללא עצם, צלוי, נאכל עם עור",יחידה גדולה,58
"בשר עוף, שוק, ללא עצם, צלוי, נאכל עם עור",גרמים,1
"בשר עוף, שוק, ללא עצם, צלוי, נאכל עם עור",קילוגרם,1000
"בשר עוף, שוק, ללא עצם, מבושל, נאכל עם עור",יחידה קטנה,34
"בשר עוף, שוק, ללא עצם, מבושל, נאכל עם עור",יחידה בינונית,44
"בשר עוף, שוק, ללא עצם, מבושל, נאכל עם עור",יחידה גדולה,58
"בשר עוף, שוק, ללא עצם, מבושל, נאכל עם עור",גרמים,1
"בשר עוף, שוק, ללא עצם, מבושל, נאכל עם עור",קילוגרם,1000
"בשר עוף, שוק, ללא עצם, מבושל, נאכל ללא עור",יחידה קטנה,32
"בשר עוף, שוק, ללא עצם, מבושל, נאכל ללא עור",יחידה בינונית,40
"בשר עוף, שוק, ללא עצם, מבושל, נאכל ללא עור",יחידה גדולה,50
"בשר עוף, שוק, ללא עצם, מבושל, נאכל ללא עור",גרמים,1
"בשר עוף, שוק, ללא עצם, מבושל, נאכל ללא עור",קילוגרם,1000
"בשר עוף, שוק, בשר בלבד, לא מבושל",גרמים,1
"בשר עוף, שוק, בשר בלבד, לא מבושל",קילוגרם,1000
"בשר עוף, רגל, בשר ועור,לא מבושל",גרמים,1
"בשר עוף, רגל, בשר ועור,לא מבושל",קילוגרם,1000
"בשר עוף, רגל מבושל ברוטב עגבניות עם שמן זית",יחידה קטנה,60
"בשר עוף, רגל מבושל ברוטב עגבניות עם שמן זית",יחידה בינונית,75
"בשר עוף, רגל מבושל ברוטב עגבניות עם שמן זית",יחידה גדולה,95
"בשר עוף, רגל מבושל ברוטב עגבניות עם שמן זית",גרמים,1
"בשר עוף, רגל מבושל ברוטב עגבניות עם שמן זית",קילוגרם,1000
"בשר עוף, שוק, בשר ועור, לא מבושל",גרמים,1
"בשר עוף, שוק, בשר ועור, לא מבושל",קילוגרם,1000
"בשר עוף, שוק, עם עצמות ועור,לא מבושל",גרמים,1
"בשר עוף, שוק, עם עצמות ועור,לא מבושל",קילוגרם,1000
"בשר עוף, שוק מטוגן בשמן קנולה עם ציפוי",יחידה קטנה,60
"בשר עוף, שוק מטוגן בשמן קנולה עם ציפוי",יחידה בינונית,75
"בשר עוף, שוק מטוגן בשמן קנולה עם ציפוי",יחידה גדולה,95
"בשר עוף, שוק מטוגן בשמן קנולה עם ציפוי",גרמים,1
"בשר עוף, שוק מטוגן בשמן קנולה עם ציפוי",קילוגרם,1000
"בשר עוף, שוק, ללא עצם, מטוגן, ללא ציפוי, נאכל ללא עור",יחידה קטנה,32
"בשר עוף, שוק, ללא עצם, מטוגן, ללא ציפוי, נאכל ללא עור",יחידה בינונית,40
"בשר עוף, שוק, ללא עצם, מטוגן, ללא ציפוי, נאכל ללא עור",יחידה גדולה,50
"בשר עוף, שוק, ללא עצם, מטוגן, ללא ציפוי, נאכל ללא עור",גרמים,1
"בשר עוף, שוק, ללא עצם, מטוגן, ללא ציפוי, נאכל ללא עור",קילוגרם,1000
"בשר עוף, שוק מטוגן בשמן סויה, ללא עור",יחידה קטנה,70
"בשר עוף, שוק מטוגן בשמן סויה, ללא עור",יחידה בינונית,90
"בשר עוף, שוק מטוגן בשמן סויה, ללא עור",יחידה גדולה,130
"בשר עוף, שוק מטוגן בשמן סויה, ללא עור",גרמים,1
"בשר עוף, שוק מטוגן בשמן סויה, ללא עור",קילוגרם,1000
"בשר עוף, שוקיים בגריל, עוף ועוד, עוף העמק",יחידה קטנה,70
"בשר עוף, שוקיים בגריל, עוף ועוד, עוף העמק",יחידה בינונית,90
"בשר עוף, שוקיים בגריל, עוף ועוד, עוף העמק",יחידה גדולה,130
"בשר עוף, שוקיים בגריל, עוף ועוד, עוף העמק",גרמים,1
"בשר עוף, שוקיים בגריל, עוף ועוד, עוף העמק",קילוגרם,1000
"בשר עוף, רגל, מבושל בדבש בצל רוטב סויה שמן סויה",יחידה קטנה,60
"בשר עוף, רגל, מבושל בדבש בצל רוטב סויה שמן סויה",יחידה בינונית,75
"בשר עוף, רגל, מבושל בדבש בצל רוטב סויה שמן סויה",יחידה גדולה,95
"בשר עוף, רגל, מבושל בדבש בצל רוטב סויה שמן סויה",גרמים,1
"בשר עוף, רגל, מבושל בדבש בצל רוטב סויה שמן סויה",קילוגרם,1000
"בשר עוף, שוק מטוגן בשמן זית",יחידה קטנה,60
"בשר עוף, שוק מטוגן בשמן זית",יחידה בינונית,75
"בשר עוף, שוק מטוגן בשמן זית",יחידה גדולה,95
"בשר עוף, שוק מטוגן בשמן זית",גרמים,1
"בשר עוף, שוק מטוגן בשמן זית",קילוגרם,1000
"בשר עוף, ירך, ללא עצם, בגריל, נאכל עם עור",יחידה קטנה,50
"בשר עוף, ירך, ללא עצם, בגריל, נאכל עם עור",יחידה בינונית,80
"בשר עוף, ירך, ללא עצם, בגריל, נאכל עם עור",יחידה גדולה,132
"בשר עוף, ירך, ללא עצם, בגריל, נאכל עם עור",גרמים,1
"בשר עוף, ירך, ללא עצם, בגריל, נאכל עם עור",קילוגרם,1000
"בשר עוף, ירך, ללא עצם, בגריל, נאכל ללא עור",יחידה קטנה,44
"בשר עוף, ירך, ללא עצם, בגריל, נאכל ללא עור",יחידה בינונית,64
"בשר עוף, ירך, ללא עצם, בגריל, נאכל ללא עור",יחידה גדולה,102
"בשר עוף, ירך, ללא עצם, בגריל, נאכל ללא עור",גרמים,1
"בשר עוף, ירך, ללא עצם, בגריל, נאכל ללא עור",קילוגרם,1000
"בשר עוף, ירך, עם עצם, נאכל עם עור, עם בצל שום ושמן סויה",יחידה קטנה,70
"בשר עוף, ירך, עם עצם, נאכל עם עור, עם בצל שום ושמן סויה",יחידה בינונית,114
"בשר עוף, ירך, עם עצם, נאכל עם עור, עם בצל שום ושמן סויה",יחידה גדולה,185
"בשר עוף, ירך, עם עצם, נאכל עם עור, עם בצל שום ושמן סויה",גרמים,1
"בשר עוף, ירך, עם עצם, נאכל עם עור, עם בצל שום ושמן סויה",קילוגרם,1000
"בשר עוף, ירך, ללא עצם, צלוי, נאכל עם עור",יחידה קטנה,50
"בשר עוף, ירך, ללא עצם, צלוי, נאכל עם עור",יחידה בינונית,80
"בשר עוף, ירך, ללא עצם, צלוי, נאכל עם עור",יחידה גדולה,132
"בשר עוף, ירך, ללא עצם, צלוי, נאכל עם עור",גרמים,1
"בשר עוף, ירך, ללא עצם, צלוי, נאכל עם עור",קילוגרם,1000
"בשר עוף, ירך, ללא עצם, מבושל, נאכל עם עור",יחידה קטנה,50
"בשר עוף, ירך, ללא עצם, מבושל, נאכל עם עור",יחידה בינונית,80
"בשר עוף, ירך, ללא עצם, מבושל, נאכל עם עור",יחידה גדולה,132
"בשר עוף, ירך, ללא עצם, מבושל, נאכל עם עור",גרמים,1
"בשר עוף, ירך, ללא עצם, מבושל, נאכל עם עור",קילוגרם,1000
"בשר עוף, מבושל עם מיונז",יחידה קטנה,24
"בשר עוף, מבושל עם מיונז",יחידה בינונית,55
"בשר עוף, מבושל עם מיונז",יחידה גדולה,95
"בשר עוף, מבושל עם מיונז",גרמים,1
"בשר עוף, מבושל עם מיונז",קילוגרם,1000
"בשר עוף, ירך, ללא עצם, מבושל, נאכל ללא עור",יחידה קטנה,44
"בשר עוף, ירך, ללא עצם, מבושל, נאכל ללא עור",יחידה בינונית,64
"בשר עוף, ירך, ללא עצם, מבושל, נאכל ללא עור",יחידה גדולה,102
"בשר עוף, ירך, ללא עצם, מבושל, נאכל ללא עור",גרמים,1
"בשר עוף, ירך, ללא עצם, מבושל, נאכל ללא עור",קילוגרם,1000
"בשר עוף, ירך, בשר ועור, לא מבושל",גרמים,1
"בשר עוף, ירך, בשר ועור, לא מבושל",קילוגרם,1000
"בשר עוף, ירך, עם עצמות ועור, לא מבושל",גרמים,1
"בשר עוף, ירך, עם עצמות ועור, לא מבושל",קילוגרם,1000
"בשר עוף, ירך, בשר בלבד, לא מבושל",גרמים,1
"בשר עוף, ירך, בשר בלבד, לא מבושל",קילוגרם,1000
"בשר עוף, ירך, מטוגן בשמן סויה ללא עור",יחידה קטנה,44
"בשר עוף, ירך, מטוגן בשמן סויה ללא עור",יחידה בינונית,64
"בשר עוף, ירך, מטוגן בשמן סויה ללא עור",יחידה גדולה,102
"בשר עוף, ירך, מטוגן בשמן סויה ללא עור",גרמים,1
"בשר עוף, ירך, מטוגן בשמן סויה ללא עור",קילוגרם,1000
"בשר עוף, ירך, ללא עצם, מטוגן, ללא ציפוי, נאכל עם עור",יחידה קטנה,52
"בשר עוף, ירך, ללא עצם, מטוגן, ללא ציפוי, נאכל עם עור",יחידה בינונית,83
"בשר עוף, ירך, ללא עצם, מטוגן, ללא ציפוי, נאכל עם עור",יחידה גדולה,137
"בשר עוף, ירך, ללא עצם, מטוגן, ללא ציפוי, נאכל עם עור",גרמים,1
"בשר עוף, ירך, ללא עצם, מטוגן, ללא ציפוי, נאכל עם עור",קילוגרם,1000
"בשר עוף, ירך, ללא עצם, מטוגן, ללא ציפוי, נאכל ללא עור",יחידה קטנה,44
"בשר עוף, ירך, ללא עצם, מטוגן, ללא ציפוי, נאכל ללא עור",יחידה בינונית,64
"בשר עוף, ירך, ללא עצם, מטוגן, ללא ציפוי, נאכל ללא עור",יחידה גדולה,102
"בשר עוף, ירך, ללא עצם, מטוגן, ללא ציפוי, נאכל ללא עור",גרמים,1
"בשר עוף, ירך, ללא עצם, מטוגן, ללא ציפוי, נאכל ללא עור",קילוגרם,1000
"בשר עוף, עם ירך, עם עצם,נאכל עם עור, מטוגן בשמן סויה",יחידה קטנה,64
"בשר עוף, עם ירך, עם עצם,נאכל עם עור, מטוגן בשמן סויה",יחידה בינונית,104
"בשר עוף, עם ירך, עם עצם,נאכל עם עור, מטוגן בשמן סויה",יחידה גדולה,168
"בשר עוף, עם ירך, עם עצם,נאכל עם עור, מטוגן בשמן סויה",גרמים,1
"בשר עוף, עם ירך, עם עצם,נאכל עם עור, מטוגן בשמן סויה",קילוגרם,1000
"בשר עוף, ירך, עם עור, מטוגן בשמן תירס",יחידה קטנה,64
"בשר עוף, ירך, עם עור, מטוגן בשמן תירס",יחידה בינונית,104
"בשר עוף, ירך, עם עור, מטוגן בשמן תירס",יחידה גדולה,168
"בשר עוף, ירך, עם עור, מטוגן בשמן תירס",גרמים,1
"בשר עוף, ירך, עם עור, מטוגן בשמן תירס",קילוגרם,1000
"בשר עוף, מעושן, הוד חפר, מילי",פרוסה,16
"בשר עוף, מעושן, הוד חפר, מילי",גרמים,1
"בשר עוף, מעושן, הוד חפר, מילי",קילוגרם,1000
"בשר עוף, כנף, ללא עצם, בגריל, נאכל עם עור",יחידה קטנה,28
"בשר עוף, כנף, ללא עצם, בגריל, נאכל עם עור",יחידה בינונית,42
"בשר עוף, כנף, ללא עצם, בגריל, נאכל עם עור",יחידה גדולה,83
"בשר עוף, כנף, ללא עצם, בגריל, נאכל עם עור",גרמים,1
"בשר עוף, כנף, ללא עצם, בגריל, נאכל עם עור",קילוגרם,1000
"בשר עוף, כנף, ללא עצם, בגריל, נאכל ללא עור",יחידה קטנה,20
"בשר עוף, כנף, ללא עצם, בגריל, נאכל ללא עור",יחידה בינונית,30
"בשר עוף, כנף, ללא עצם, בגריל, נאכל ללא עור",יחידה גדולה,66
"בשר עוף, כנף, ללא עצם, בגריל, נאכל ללא עור",גרמים,1
"בשר עוף, כנף, ללא עצם, בגריל, נאכל ללא עור",קילוגרם,1000
"בשר עוף, כנף, ללא עצם, צלוי, נאכל עם עור",יחידה קטנה,28
"בשר עוף, כנף, ללא עצם, צלוי, נאכל עם עור",יחידה בינונית,42
"בשר עוף, כנף, ללא עצם, צלוי, נאכל עם עור",יחידה גדולה,83
"בשר עוף, כנף, ללא עצם, צלוי, נאכל עם עור",גרמים,1
"בשר עוף, כנף, ללא עצם, צלוי, נאכל עם עור",קילוגרם,1000
"בשר עוף, כנף, ללא עצם, ללא עור, צלוי, נאכל בלי עור",יחידה קטנה,20
"בשר עוף, כנף, ללא עצם, ללא עור, צלוי, נאכל בלי עור",יחידה בינונית,30
"בשר עוף, כנף, ללא עצם, ללא עור, צלוי, נאכל בלי עור",יחידה גדולה,66
"בשר עוף, כנף, ללא עצם, ללא עור, צלוי, נאכל בלי עור",גרמים,1
"בשר עוף, כנף, ללא עצם, ללא עור, צלוי, נאכל בלי עור",קילוגרם,1000
"בשר עוף, כנף, ללא עצם, מבושל, נאכל עם עור",יחידה קטנה,28
"בשר עוף, כנף, ללא עצם, מבושל, נאכל עם עור",יחידה בינונית,42
"בשר עוף, כנף, ללא עצם, מבושל, נאכל עם עור",יחידה גדולה,83
"בשר עוף, כנף, ללא עצם, מבושל, נאכל עם עור",גרמים,1
"בשר עוף, כנף, ללא עצם, מבושל, נאכל עם עור",קילוגרם,1000
"בשר עוף, כנף, ללא עצם, מבושל, נאכל ללא עור",יחידה קטנה,20
"בשר עוף, כנף, ללא עצם, מבושל, נאכל ללא עור",יחידה בינונית,30
"בשר עוף, כנף, ללא עצם, מבושל, נאכל ללא עור",יחידה גדולה,66
"בשר עוף, כנף, ללא עצם, מבושל, נאכל ללא עור",גרמים,1
"בשר עוף, כנף, ללא עצם, מבושל, נאכל ללא עור",קילוגרם,1000
"בשר עוף, כנף, בשר ועור, לא מבושל",גרמים,1
"בשר עוף, כנף, בשר ועור, לא מבושל",קילוגרם,1000
"בשר עוף, כנף, עם עצמות ועור,לא מבושל",גרמים,1
"בשר עוף, כנף, עם עצמות ועור,לא מבושל",קילוגרם,1000
"בשר עוף, כנף, בשר בלבד, לא מבושל",גרמים,1
"בשר עוף, כנף, בשר בלבד, לא מבושל",קילוגרם,1000
"בשר עוף, כנף, עם עור, מטוגן בשמן קנולה",יחידה קטנה,55
"בשר עוף, כנף, עם עור, מטוגן בשמן קנולה",יחידה גדולה,83
"בשר עוף, כנף, עם עור, מטוגן בשמן קנולה",גרמים,1
"בשר עוף, כנף, עם עור, מטוגן בשמן קנולה",קילוגרם,1000
"בשר עוף, כנפיים, עם ציפוי, מטוגנים בשמן סויה",יחידה קטנה,55
"בשר עוף, כנפיים, עם ציפוי, מטוגנים בשמן סויה",יחידה גדולה,83
"בשר עוף, כנפיים, עם ציפוי, מטוגנים בשמן סויה",גרמים,1
"בשר עוף, כנפיים, עם ציפוי, מטוגנים בשמן סויה",קילוגרם,1000
"בשר עוף, כנפיים, בתיבול גריל, מאמא עוף",גרמים,1
"בשר עוף, כנפיים, בתיבול גריל, מאמא עוף",קופסה,400
"בשר עוף, כנפיים, בתיבול גריל, מאמא עוף",קילוגרם,1000
"בשר עוף, קורקבנים לא מבושלים",גרמים,1
"בשר עוף, קורקבנים לא מבושלים",קילוגרם,1000
"בשר עוף, גב, צלוי, נאכל עם עור",יחידה גדולה,88
"בשר עוף, גב, צלוי, נאכל עם עור",גרמים,1
"בשר עוף, גב, צלוי, נאכל עם עור",קילוגרם,1000
"בשר עוף, גב, צלוי, נאכל ללא עור",יחידה גדולה,78
"בשר עוף, גב, צלוי, נאכל ללא עור",גרמים,1
"בשר עוף, גב, צלוי, נאכל ללא עור",קילוגרם,1000
"קציצות בשר עוף, לטיגון או לגריל, עוף העמק",יחידה,103
"קציצות בשר עוף, לטיגון או לגריל, עוף העמק",גרמים,1
"קציצות בשר עוף, לטיגון או לגריל, עוף העמק",קילוגרם,1000
"קציצות עוף אמיתיות, לחימום, עוף טוב",יחידה,40
"קציצות עוף אמיתיות, לחימום, עוף טוב",גרמים,1
"קציצות עוף אמיתיות, לחימום, עוף טוב",קילוגרם,1000
"בשר עוף, גב, מבושל, נאכל ללא עור",יחידה גדולה,78
"בשר עוף, גב, מבושל, נאכל ללא עור",גרמים,1
"בשר עוף, גב, מבושל, נאכל ללא עור",קילוגרם,1000
"בשר עוף, עור, צלוי",יחידה קטנה,5
"בשר עוף, עור, צלוי",יחידה בינונית,10.5
"בשר עוף, עור, צלוי",יחידה גדולה,17.5
"בשר עוף, עור, צלוי",גרמים,1
"בשר עוף, עור, צלוי",קילוגרם,1000
"בשר עוף, כפות רגליים, מורתחות",יחידה,34
"בשר עוף, כפות רגליים, מורתחות",גרמים,1
"בשר עוף, כפות רגליים, מורתחות",קילוגרם,1000
"סטייק בשר עוף, צלוי, מבשר מעובד, ללא תוספת שומן בבישול",יחידה,100
"סטייק בשר עוף, צלוי, מבשר מעובד, ללא תוספת שומן בבישול",גרמים,1
"סטייק בשר עוף, צלוי, מבשר מעובד, ללא תוספת שומן בבישול",קילוגרם,1000
"בשר עוף, שווארמה פרגיות אמיתית, טיבון ויל",גרמים,1
"בשר עוף, שווארמה פרגיות אמיתית, טיבון ויל",אריזה,400
"בשר עוף, שווארמה פרגיות אמיתית, טיבון ויל",קילוגרם,1000
"סטייק בשר עוף, פרגיות,  צלוי, מבשר בלבד, עם מלח",יחידה,94
"סטייק בשר עוף, פרגיות,  צלוי, מבשר בלבד, עם מלח",גרמים,1
"סטייק בשר עוף, פרגיות,  צלוי, מבשר בלבד, עם מלח",קילוגרם,1000
"בשר עוף, טחון, 100% בשר, טיבון ויל",גרמים,1
"בשר עוף, טחון, 100% בשר, טיבון ויל",אריזה,500
"בשר עוף, טחון, 100% בשר, טיבון ויל",קילוגרם,1000
"בשר עוף, קציצות עוף הודו, מוכן לאכילה, מאמא עוף",יחידה,50
"בשר עוף, קציצות עוף הודו, מוכן לאכילה, מאמא עוף",גרמים,1
"בשר עוף, קציצות עוף הודו, מוכן לאכילה, מאמא עוף",אריזה,480
"בשר עוף, קציצות עוף הודו, מוכן לאכילה, מאמא עוף",קילוגרם,1000
"בשר עוף, טחון, צלוי",כף,25
"בשר עוף, טחון, צלוי",גרמים,1
"בשר עוף, טחון, צלוי",קילוגרם,1000
"בשר עוף, מוצר עוף טחון עם חלבון צמחי, לא מבושל, טיבון ויל",גרמים,1
"בשר עוף, מוצר עוף טחון עם חלבון צמחי, לא מבושל, טיבון ויל",קילוגרם,1000
"בשר עוף, טחון, עם חלבון צמחי, מבושל",כף,25
"בשר עוף, טחון, עם חלבון צמחי, מבושל",גרמים,1
"בשר עוף, טחון, עם חלבון צמחי, מבושל",קילוגרם,1000
"שניצל עוף, טבעות עוף, שניצלונים, נאגטס, עוף טוב",יחידה  קטנה מאד,20
"שניצל עוף, טבעות עוף, שניצלונים, נאגטס, עוף טוב",יחידה קטנה,25
"שניצל עוף, טבעות עוף, שניצלונים, נאגטס, עוף טוב",יחידה בינונית,78
"שניצל עוף, טבעות עוף, שניצלונים, נאגטס, עוף טוב",יחידה גדולה,100
"שניצל עוף, טבעות עוף, שניצלונים, נאגטס, עוף טוב",גרמים,1
"שניצל עוף, טבעות עוף, שניצלונים, נאגטס, עוף טוב",עיגול/כדור,23.5
"שניצל עוף, טבעות עוף, שניצלונים, נאגטס, עוף טוב",קילוגרם,1000
"בשר עוף, קבב, המבורגר, צלוי, עוף העמק",יחידה,50
"בשר עוף, קבב, המבורגר, צלוי, עוף העמק",גרמים,1
"בשר עוף, קבב, המבורגר, צלוי, עוף העמק",קילוגרם,1000
"בשר עוף, פילה עוף אמיתי/בשומשום, מאמא עוף",יחידה,100
"בשר עוף, פילה עוף אמיתי/בשומשום, מאמא עוף",גרמים,1
"בשר עוף, פילה עוף אמיתי/בשומשום, מאמא עוף",קילוגרם,1000
"שניצל עוף אמיתי בציפוי ביתי/פריך, מאמא עוף ",יחידה,100
"שניצל עוף אמיתי בציפוי ביתי/פריך, מאמא עוף ",גרמים,1
"שניצל עוף אמיתי בציפוי ביתי/פריך, מאמא עוף ",שקית,700
"שניצל עוף אמיתי בציפוי ביתי/פריך, מאמא עוף ",קילוגרם,1000
"בשר עוף, רצועות עוף בציפוי שומשום, עוף טוב",יחידה,40
"בשר עוף, רצועות עוף בציפוי שומשום, עוף טוב",גרמים,1
"בשר עוף, רצועות עוף בציפוי שומשום, עוף טוב",אריזה,500
"בשר עוף, רצועות עוף בציפוי שומשום, עוף טוב",קילוגרם,1000
"בשר עוף, כוכבי עוף/נגיסי עוף, מאמא עוף",יחידה,40
"בשר עוף, כוכבי עוף/נגיסי עוף, מאמא עוף",גרמים,1
"בשר עוף, כוכבי עוף/נגיסי עוף, מאמא עוף",שקית,700
"בשר עוף, כוכבי עוף/נגיסי עוף, מאמא עוף",קילוגרם,1000
"בשר הודו לבן, מבושל, לפנ אם נאכל עם עור",גרמים,1
"בשר הודו לבן, מבושל, לפנ אם נאכל עם עור",מנה קטנה,79
"בשר הודו לבן, מבושל, לפנ אם נאכל עם עור",מנה בינונית,175
"בשר הודו לבן, מבושל, לפנ אם נאכל עם עור",מנה גדולה,239
"בשר הודו לבן, מבושל, לפנ אם נאכל עם עור",קילוגרם,1000
"שניצל הודו, בבלילה, מטוגן בשמן זית",יחידה,115
"שניצל הודו, בבלילה, מטוגן בשמן זית",גרמים,1
"שניצל הודו, בבלילה, מטוגן בשמן זית",קילוגרם,1000
"בשר הודו לבן, מבושל, נאכל ללא עור",גרמים,1
"בשר הודו לבן, מבושל, נאכל ללא עור",מנה קטנה,79
"בשר הודו לבן, מבושל, נאכל ללא עור",מנה בינונית,175
"בשר הודו לבן, מבושל, נאכל ללא עור",מנה גדולה,239
"בשר הודו לבן, מבושל, נאכל ללא עור",קילוגרם,1000
"בשר הודו, חזה, לבן, מבושל",גרמים,1
"בשר הודו, חזה, לבן, מבושל",מנה קטנה,79
"בשר הודו, חזה, לבן, מבושל",מנה בינונית,175
"בשר הודו, חזה, לבן, מבושל",מנה גדולה,239
"בשר הודו, חזה, לבן, מבושל",קילוגרם,1000
"בשר הודו לבן, מבושל, נאכל עם עור",גרמים,1
"בשר הודו לבן, מבושל, נאכל עם עור",מנה קטנה,79
"בשר הודו לבן, מבושל, נאכל עם עור",מנה בינונית,175
"בשר הודו לבן, מבושל, נאכל עם עור",מנה גדולה,239
"בשר הודו לבן, מבושל, נאכל עם עור",קילוגרם,1000
"בשר הודו, חזה, בשר בלבד, לא מבושל",גרמים,1
"בשר הודו, חזה, בשר בלבד, לא מבושל",קילוגרם,1000
"שניצל הודו, בבלילה, מטוגן ללא שמן",יחידה,115
"שניצל הודו, בבלילה, מטוגן ללא שמן",גרמים,1
"שניצל הודו, בבלילה, מטוגן ללא שמן",קילוגרם,1000
"שניצל הודו, בבלילה, מטוגן בשמן סויה",יחידה,115
"שניצל הודו, בבלילה, מטוגן בשמן סויה",גרמים,1
"שניצל הודו, בבלילה, מטוגן בשמן סויה",קילוגרם,1000
"שניצל אמיתי מבשר הודו, עוף טוב",יחידה,115
"שניצל אמיתי מבשר הודו, עוף טוב",גרמים,1
